year,month,day,solar_irradiance,rainfall,humidity,temperature,peak_demand_kw,consumption_kwh
2017,8,14,4.7662,4.89,80.16,27.75,1794.69,44557.73
2017,8,15,6.6648,1.88,81.79,28.0,1835.43,45569.21
2017,8,16,6.3504,6.47,81.37,27.9,1827.12,45363.08
2017,8,17,6.2515,8.52,86.6,27.07,1803.56,44778.11
2017,8,18,5.9086,13.04,83.42,27.14,1799.29,44671.91
2017,8,19,4.0121,50.42,83.08,26.96,1760.85,43717.67
2017,8,20,5.7782,12.79,90.77,25.84,1763.01,43771.27
2017,8,21,3.7514,19.66,91.94,25.67,1723.2,42782.95
2017,8,22,4.272,14.81,92.48,25.61,1730.74,42970.17
2017,8,23,4.7796,17.78,92.55,25.78,1743.99,43299.02
2017,8,24,2.8934,5.64,88.51,26.12,1719.65,42694.66
2017,8,25,1.8698,25.88,93.45,24.85,1669.78,41456.7
2017,8,26,5.3998,17.16,86.11,25.97,1759.77,43690.89
2017,8,27,5.8663,5.63,79.19,27.15,1798.79,44659.68
2017,8,28,5.4293,6.02,80.43,27.33,1795.68,44582.5
2017,8,29,4.6368,8.74,78.69,28.07,1800.62,44705.07
2017,8,30,5.0623,12.06,87.61,26.85,1776.68,44110.56
2017,8,31,4.2406,7.15,92.27,26.13,1743.57,43288.6
2017,9,1,5.1024,2.9,88.47,26.49,1616.79,40141.0
2017,9,2,5.4197,1.91,88.05,26.7,1626.91,40392.31
2017,9,3,6.1385,0.15,85.6,27.04,1646.71,40883.75
2017,9,4,3.4882,2.44,78.39,27.35,1610.79,39992.04
2017,9,5,2.6282,5.87,86.0,25.28,1548.83,38453.83
2017,9,6,6.3934,1.27,81.6,26.47,1637.16,40646.76
2017,9,7,6.6845,0.42,70.96,28.9,1700.42,42217.23
2017,9,8,6.7027,0.17,79.95,28.12,1681.92,41758.06
2017,9,9,6.0096,2.89,83.25,27.53,1656.34,41122.85
2017,9,10,5.7502,5.57,80.75,27.81,1658.77,41183.21
2017,9,11,0.3314,88.98,90.55,26.25,1534.31,38093.22
2017,9,12,1.1234,172.89,92.26,26.82,1560.04,38732.05
2017,9,13,4.913,7.76,90.19,26.47,1613.26,40053.29
2017,9,14,5.4139,4.95,89.15,26.78,1628.72,40437.24
2017,9,15,5.334,4.84,87.82,26.41,1618.63,40186.65
2017,9,16,6.4476,3.7,85.23,27.32,1658.47,41175.82
2017,9,17,5.1134,4.17,88.51,26.59,1619.34,40204.31
2017,9,18,5.5181,3.14,84.96,27.56,1648.99,40940.49
2017,9,19,4.8857,4.56,82.99,27.64,1640.51,40729.93
2017,9,20,4.7549,3.67,86.65,26.95,1622.05,40271.63
2017,9,21,5.4583,5.2,88.31,27.07,1636.35,40626.52
2017,9,22,4.4753,13.59,89.06,26.91,1616.56,40135.34
2017,9,23,2.9102,29.67,90.27,25.49,1558.18,38685.87
2017,9,24,5.669,1.35,83.6,26.67,1630.24,40474.82
2017,9,25,2.6453,24.55,90.54,26.24,1571.32,39012.08
2017,9,26,2.7502,13.04,89.56,26.14,1570.69,38996.48
2017,9,27,5.4638,2.25,88.48,26.4,1620.48,40232.72
2017,9,28,3.8873,1.75,87.54,26.16,1589.43,39461.75
2017,9,29,2.9681,11.0,85.2,26.77,1588.82,39446.54
2017,9,30,3.2923,31.63,91.62,25.96,1575.21,39108.65
2017,10,1,2.5054,9.02,92.97,26.01,1527.1,37914.3
2017,10,2,3.6163,11.64,88.95,26.27,1550.44,38493.58
2017,10,3,5.8308,10.48,87.46,25.82,1574.75,39097.28
2017,10,4,4.1201,4.54,82.99,26.66,1567.3,38912.34
2017,10,5,3.9785,13.57,90.52,26.25,1555.67,38623.59
2017,10,6,4.2005,4.6,88.58,26.28,1559.85,38727.32
2017,10,7,2.9894,6.08,87.28,26.46,1544.89,38355.85
2017,10,8,1.0699,29.69,90.31,26.28,1510.62,37505.15
2017,10,9,1.3579,3.54,84.21,26.76,1525.86,37883.33
2017,10,10,4.3186,20.7,82.19,26.55,1567.91,38927.5
2017,10,11,3.6206,3.95,86.45,26.88,1564.43,38840.91
2017,10,12,3.8659,8.61,89.99,26.77,1565.8,38875.03
2017,10,13,3.354,26.85,93.4,26.45,1550.41,38492.92
2017,10,14,2.4912,38.56,92.63,26.27,1532.75,38054.41
2017,10,15,4.4554,10.11,91.23,25.67,1549.82,38478.26
2017,10,16,4.6934,5.94,87.76,26.47,1571.98,39028.57
2017,10,17,4.3368,12.89,87.77,26.56,1568.43,38940.34
2017,10,18,3.6012,12.71,91.67,26.07,1545.63,38374.38
2017,10,19,2.3964,0.57,84.62,25.97,1524.49,37849.53
2017,10,20,4.9255,1.53,86.09,26.32,1572.18,39033.32
2017,10,21,3.9487,0.81,90.69,26.59,1562.99,38805.26
2017,10,22,5.093,7.19,87.53,26.99,1590.33,39484.06
2017,10,23,2.6474,22.67,90.68,25.41,1515.77,37632.89
2017,10,24,3.8179,0.54,84.28,25.29,1531.19,38015.86
2017,10,25,3.6439,5.06,86.06,25.24,1527.36,37920.58
2017,10,26,4.025,4.01,81.33,25.69,1543.57,38323.12
2017,10,27,4.6411,2.5,82.27,26.11,1562.86,38802.0
2017,10,28,4.5377,2.68,80.56,27.02,1582.2,39282.17
2017,10,29,4.5235,6.66,86.85,25.91,1556.41,38641.84
2017,10,30,3.5232,21.56,89.94,25.95,1541.68,38276.1
2017,10,31,1.6226,50.04,93.01,25.37,1498.97,37215.73
2017,11,1,1.0111,71.98,93.76,24.91,1413.73,35099.46
2017,11,2,2.0321,20.04,94.74,24.92,1428.98,35478.04
2017,11,3,5.0184,15.67,93.2,25.06,1476.05,36646.82
2017,11,4,1.7429,40.66,90.76,25.29,1432.63,35568.86
2017,11,5,2.394,17.86,94.21,25.34,1443.35,35834.98
2017,11,6,4.4393,5.78,92.4,25.77,1483.12,36822.32
2017,11,7,4.5545,5.59,89.35,25.91,1487.92,36941.51
2017,11,8,4.8314,1.67,88.79,26.0,1494.05,37093.59
2017,11,9,0.8904,71.18,92.1,25.1,1415.98,35155.38
2017,11,10,4.2137,50.04,92.43,25.9,1482.61,36809.6
2017,11,11,4.1875,3.01,92.03,26.02,1484.85,36865.24
2017,11,12,4.4448,3.65,90.68,25.65,1480.56,36758.83
2017,11,13,3.7003,1.94,90.97,25.61,1468.61,36461.95
2017,11,14,3.1982,3.29,91.46,25.68,1462.66,36314.21
2017,11,15,5.2013,2.04,88.6,25.69,1492.71,37060.47
2017,11,16,3.4944,4.72,90.84,25.53,1463.8,36342.62
2017,11,17,2.7175,14.59,91.22,25.63,1454.42,36109.62
2017,11,18,4.7479,3.09,88.38,26.21,1497.43,37177.59
2017,11,19,3.5078,10.48,94.62,25.16,1455.94,36147.43
2017,11,20,4.0694,1.81,89.19,25.93,1481.11,36772.38
2017,11,21,4.2209,3.13,88.91,25.61,1476.35,36654.27
2017,11,22,3.9689,8.98,91.27,25.77,1476.11,36648.13
2017,11,23,3.5081,9.44,89.43,25.46,1462.48,36309.81
2017,11,24,2.4653,41.14,91.0,25.66,1451.31,36032.48
2017,11,25,3.8486,18.06,91.26,25.92,1477.59,36685.0
2017,11,26,4.2182,3.51,89.77,25.64,1476.97,36669.62
2017,11,27,4.6366,5.16,89.2,25.39,1477.69,36687.48
2017,11,28,4.4614,2.68,88.26,25.42,1475.75,36639.35
2017,11,29,3.3737,11.78,89.13,25.82,1468.32,36454.74
2017,11,30,2.7331,15.27,95.12,25.69,1455.94,36147.58
2017,12,1,3.4658,16.97,92.16,25.75,1476.92,36668.42
2017,12,2,3.6665,6.85,90.67,25.85,1482.13,36797.66
2017,12,3,4.2046,2.48,89.43,25.88,1490.87,37014.79
2017,12,4,4.5199,3.69,88.57,25.71,1491.85,37038.97
2017,12,5,2.4427,13.68,89.87,25.09,1447.27,35932.17
2017,12,6,2.6165,22.87,90.13,24.72,1441.81,35796.75
2017,12,7,2.838,18.75,91.34,25.28,1457.28,36180.62
2017,12,8,2.6976,20.72,91.63,25.59,1461.92,36296.0
2017,12,9,3.0389,10.65,89.77,25.42,1463.32,36330.73
2017,12,10,3.1601,14.6,89.66,25.16,1459.45,36234.67
2017,12,11,1.878,35.9,90.32,24.98,1436.51,35665.07
2017,12,12,1.7256,36.84,94.38,23.95,1412.08,35058.64
2017,12,13,2.8301,16.16,90.9,24.71,1444.75,35869.68
2017,12,14,3.0257,5.05,87.92,23.8,1427.79,35448.65
2017,12,15,3.5854,0.16,84.2,22.65,1410.72,35024.8
2017,12,16,2.0366,10.15,89.48,22.41,1383.38,34345.91
2017,12,17,2.1463,21.96,89.91,23.36,1405.47,34894.52
2017,12,18,1.2984,50.76,94.81,24.18,1410.78,35026.15
2017,12,19,2.8538,45.04,93.06,24.79,1446.84,35921.61
2017,12,20,3.0214,19.7,92.46,24.66,1446.49,35912.74
2017,12,21,2.555,30.97,90.57,24.15,1428.53,35467.04
2017,12,22,2.7917,6.47,90.3,24.32,1435.7,35644.92
2017,12,23,2.1223,16.56,92.82,24.84,1437.11,35679.9
2017,12,24,3.8402,5.73,90.45,25.63,1479.9,36742.33
2017,12,25,4.1532,4.04,90.0,25.23,1475.76,36639.6
2017,12,26,2.2044,19.12,92.38,24.95,1440.7,35769.13
2017,12,27,1.5674,25.07,93.32,24.8,1428.04,35454.71
2017,12,28,3.3324,2.94,89.75,24.13,1439.48,35738.81
2017,12,29,3.0778,0.23,85.63,23.67,1425.71,35397.06
2017,12,30,3.3878,0.34,83.18,22.83,1411.83,35052.42
2017,12,31,3.5813,0.89,86.2,23.2,1422.73,35322.84
2018,1,1,2.5646,2.3,88.31,23.19,1517.45,37674.65
2018,1,2,2.1204,2.63,86.74,23.22,1511.24,37520.47
2018,1,3,2.501,18.71,89.88,23.12,1514.83,37609.45
2018,1,4,3.2328,5.19,90.65,24.26,1553.05,38558.48
2018,1,5,3.6744,1.07,89.74,24.79,1572.57,39043.19
2018,1,6,3.7908,0.24,88.76,24.36,1564.24,38836.33
2018,1,7,2.7518,4.96,88.95,25.01,1563.03,38806.18
2018,1,8,3.8911,2.92,92.09,25.22,1586.22,39382.12
2018,1,9,4.722,0.32,87.59,25.32,1601.94,39772.39
2018,1,10,4.0354,0.86,88.07,24.93,1581.65,39268.58
2018,1,11,2.4888,12.11,89.36,23.34,1519.78,37732.44
2018,1,12,2.7048,4.79,86.31,21.75,1485.89,36891.1
2018,1,13,3.2916,6.67,86.24,21.45,1487.74,36937.1
2018,1,14,3.3079,2.36,86.11,22.58,1514.63,37604.63
2018,1,15,4.0642,1.28,87.55,23.08,1538.16,38188.84
2018,1,16,2.4166,35.95,91.25,24.31,1541.31,38267.11
2018,1,17,1.9922,17.6,95.12,24.26,1533.44,38071.52
2018,1,18,4.1674,11.05,90.97,25.2,1590.18,39480.34
2018,1,19,3.4805,0.71,86.91,24.14,1554.13,38585.35
2018,1,20,4.5634,1.46,87.47,24.11,1570.51,38991.85
2018,1,21,4.1038,4.68,89.67,24.42,1570.62,38994.78
2018,1,22,4.213,1.29,88.72,24.31,1569.74,38972.77
2018,1,23,4.645,0.39,86.01,24.89,1590.43,39486.57
2018,1,24,2.9381,9.32,90.14,24.73,1559.43,38716.87
2018,1,25,4.0817,2.42,88.93,24.11,1562.91,38803.21
2018,1,26,3.7589,24.87,91.47,24.97,1578.18,39182.47
2018,1,27,1.3214,31.96,93.86,24.17,1520.75,37756.6
2018,1,28,2.2834,7.48,89.91,23.47,1519.61,37728.24
2018,1,29,4.5276,0.8,85.88,24.11,1569.94,38977.83
2018,1,30,3.2693,1.9,89.2,23.8,1542.79,38303.67
2018,1,31,3.0055,5.36,88.61,23.84,1539.59,38224.19
2018,2,1,4.9229,1.18,86.53,24.43,1593.29,39557.55
2018,2,2,4.2677,2.68,86.44,24.5,1584.52,39339.79
2018,2,3,3.4176,1.52,86.94,23.81,1554.57,38596.17
2018,2,4,4.1179,1.95,86.83,23.53,1558.93,38704.58
2018,2,5,4.5022,3.36,85.7,22.94,1550.82,38503.02
2018,2,6,5.1566,3.45,86.03,22.04,1539.27,38216.36
2018,2,7,3.57,5.17,87.34,22.91,1535.57,38124.59
2018,2,8,4.8223,1.33,84.57,23.59,1571.46,39015.51
2018,2,9,5.5392,0.02,80.14,24.65,1608.45,39934.01
2018,2,10,3.7457,0.02,76.63,25.42,1598.1,39677.04
2018,2,11,3.7099,0.69,83.74,25.08,1589.43,39461.64
2018,2,12,3.785,3.42,86.41,24.48,1576.34,39136.66
2018,2,13,3.2366,3.25,86.21,23.25,1538.44,38195.69
2018,2,14,2.4274,10.56,89.31,23.73,1537.05,38161.16
2018,2,15,4.5758,3.11,88.9,24.97,1600.73,39742.2
2018,2,16,5.5942,0.07,84.16,25.75,1636.03,40618.61
2018,2,17,6.0444,0.09,83.88,25.37,1634.09,40570.42
2018,2,18,5.1701,1.43,85.54,25.33,1618.98,40195.38
2018,2,19,5.9954,0.03,82.2,24.43,1610.39,39982.13
2018,2,20,4.8101,1.05,85.09,25.03,1605.94,39871.58
2018,2,21,4.3008,7.31,86.21,25.16,1600.86,39745.45
2018,2,22,6.1788,0.6,83.08,25.1,1629.67,40460.76
2018,2,23,5.5718,0.11,81.47,24.76,1611.64,40013.22
2018,2,24,5.8596,3.13,81.18,24.69,1614.55,40085.44
2018,2,25,2.9938,5.64,86.64,25.07,1577.66,39169.49
2018,2,26,4.2588,5.82,87.41,24.97,1595.63,39615.68
2018,2,27,2.7564,19.92,88.08,25.07,1573.84,39074.6
2018,2,28,5.2294,7.7,86.93,25.62,1626.95,40393.27
2018,3,1,5.2848,5.16,85.85,25.91,1940.58,48179.91
2018,3,2,5.8145,2.21,83.87,25.8,1947.65,48355.55
2018,3,3,4.3558,0.94,85.62,26.1,1928.01,47867.8
2018,3,4,5.2058,0.09,81.4,25.64,1931.3,47949.61
2018,3,5,6.5966,0.44,83.27,25.49,1953.75,48506.78
2018,3,6,6.1562,0.57,83.12,26.02,1960.63,48677.66
2018,3,7,5.6078,0.86,82.24,25.85,1945.1,48292.17
2018,3,8,4.2024,13.9,85.53,25.43,1906.0,47321.36
2018,3,9,3.0845,20.85,86.07,24.36,1854.47,46041.97
2018,3,10,3.6086,13.95,85.64,23.53,1840.94,45706.11
2018,3,11,4.3586,4.23,81.34,23.12,1843.28,45764.13
2018,3,12,4.5154,1.36,81.25,23.41,1854.45,46041.52
2018,3,13,5.2992,0.09,79.49,24.03,1886.86,46846.26
2018,3,14,6.4951,0.64,80.01,24.24,1915.46,47556.35
2018,3,15,6.3142,0.27,82.03,25.02,1934.68,48033.41
2018,3,16,5.305,2.11,83.28,26.01,1943.84,48260.92
2018,3,17,5.1451,0.97,82.49,25.8,1934.72,48034.48
2018,3,18,5.515,0.52,80.22,25.41,1930.64,47933.2
2018,3,19,6.6619,0.05,78.51,25.38,1951.8,48458.45
2018,3,20,6.3235,0.01,75.65,26.27,1971.12,48938.26
2018,3,21,6.1591,4.54,79.98,25.8,1954.31,48520.84
2018,3,22,2.7934,10.08,85.07,24.44,1851.2,45960.94
2018,3,23,4.2974,3.53,80.36,23.26,1846.12,45834.77
2018,3,24,5.0263,0.11,73.07,23.46,1865.4,46313.45
2018,3,25,6.282,0.01,75.07,23.46,1888.82,46894.86
2018,3,26,5.9863,0.04,76.18,24.12,1902.39,47231.79
2018,3,27,5.1022,0.09,77.27,24.2,1888.03,46875.23
2018,3,28,5.8313,0.27,75.98,25.32,1934.12,48019.52
2018,3,29,5.3179,1.46,74.55,25.9,1940.93,48188.68
2018,3,30,5.293,6.91,82.01,25.19,1920.06,47670.47
2018,3,31,4.206,1.78,79.29,24.79,1887.89,46871.69
2018,4,1,5.5399,3.07,78.92,25.0,1930.63,47932.87
2018,4,2,5.641,5.43,82.65,25.46,1945.91,48312.14
2018,4,3,4.4458,6.95,83.01,25.41,1921.36,47702.84
2018,4,4,3.7567,3.55,81.36,25.75,1917.72,47612.41
2018,4,5,5.0758,2.69,80.05,25.52,1936.71,48083.76
2018,4,6,7.0226,0.14,75.54,25.82,1983.2,49238.03
2018,4,7,6.235,3.1,79.08,25.55,1960.02,48662.45
2018,4,8,3.9542,6.12,81.51,25.08,1902.46,47233.5
2018,4,9,3.2614,11.46,83.97,25.58,1903.29,47254.15
2018,4,10,5.2445,7.0,84.23,26.33,1963.36,48745.49
2018,4,11,5.809,5.68,82.87,26.69,1984.87,49279.52
2018,4,12,6.0662,2.73,82.23,26.92,1996.63,49571.48
2018,4,13,5.8978,2.45,82.46,26.97,1994.76,49524.96
2018,4,14,6.7073,0.97,79.88,27.15,2016.03,50053.22
2018,4,15,6.5911,1.15,78.22,27.41,2021.34,50184.93
2018,4,16,6.5786,0.27,77.29,27.03,2009.97,49902.71
2018,4,17,7.229,0.03,76.02,26.59,2009.88,49900.57
2018,4,18,6.1133,0.15,77.18,26.55,1986.78,49327.04
2018,4,19,6.9394,0.58,77.41,26.71,2007.71,49846.68
2018,4,20,6.9463,0.07,76.4,27.22,2022.83,50221.87
2018,4,21,7.1244,0.23,75.1,27.79,2043.13,50725.9
2018,4,22,5.9107,0.13,74.83,27.83,2020.01,50151.91
2018,4,23,6.4025,0.75,76.93,27.71,2026.35,50309.31
2018,4,24,6.5789,1.78,74.22,28.21,2044.5,50760.04
2018,4,25,6.6866,1.84,72.43,28.12,2044.03,50748.41
2018,4,26,6.7634,2.01,75.25,27.6,2030.33,50408.31
2018,4,27,6.6151,2.22,77.22,27.49,2024.16,50254.92
2018,4,28,6.6463,0.56,75.82,27.96,2038.54,50612.0
2018,4,29,6.4193,1.04,74.56,28.02,2035.74,50542.48
2018,4,30,7.1035,0.36,73.13,27.94,2047.12,50825.04
2018,5,1,5.513,14.5,86.06,26.87,1937.75,48109.58
2018,5,2,7.0337,1.09,79.19,27.76,1992.61,49471.64
2018,5,3,5.4862,1.35,80.37,27.47,1954.19,48517.81
2018,5,4,5.8759,2.13,79.21,27.61,1965.74,48804.6
2018,5,5,1.9913,13.55,89.66,26.29,1854.03,46031.08
2018,5,6,6.2767,0.89,77.35,27.97,1983.81,49253.13
2018,5,7,6.8482,0.93,74.58,28.48,2009.61,49893.82
2018,5,8,6.9122,1.98,70.37,29.21,2031.8,50444.73
2018,5,9,7.2211,1.69,73.25,28.2,2008.92,49876.61
2018,5,10,6.2278,2.26,79.15,27.29,1963.49,48748.63
2018,5,11,5.898,2.38,78.33,27.67,1967.87,48857.57
2018,5,12,6.5962,6.59,77.49,27.93,1988.92,49380.13
2018,5,13,6.9559,2.82,76.63,28.07,1999.98,49654.64
2018,5,14,6.2249,5.19,77.9,27.86,1979.66,49150.18
2018,5,15,5.051,5.86,87.0,27.3,1940.94,48188.9
2018,5,16,6.3614,3.53,82.04,27.66,1976.63,49074.88
2018,5,17,7.1042,1.59,75.78,28.26,2008.34,49862.35
2018,5,18,5.9916,0.85,76.21,27.57,1966.86,48832.36
2018,5,19,5.5159,1.05,77.47,27.75,1962.68,48728.7
2018,5,20,5.3234,6.41,79.95,27.79,1960.05,48663.41
2018,5,21,5.376,4.74,76.82,28.32,1976.05,49060.45
2018,5,22,5.6294,3.99,75.03,28.52,1986.7,49324.86
2018,5,23,6.8638,3.8,76.53,28.31,2005.05,49780.52
2018,5,24,5.1151,7.08,81.14,27.86,1957.96,48611.31
2018,5,25,5.4377,7.51,84.2,27.35,1949.86,48410.22
2018,5,26,5.575,3.2,76.3,28.88,1995.81,49551.05
2018,5,27,6.713,1.93,75.15,28.91,2019.25,50133.03
2018,5,28,6.775,2.2,77.37,28.7,2014.47,50014.32
2018,5,29,6.0228,2.11,77.82,28.4,1991.05,49433.02
2018,5,30,4.0632,10.62,87.83,27.11,1916.48,47581.68
2018,5,31,4.6985,2.85,81.24,27.94,1952.05,48464.73
2018,6,1,5.9873,4.02,81.96,27.98,1855.36,46064.05
2018,6,2,4.1268,10.86,85.77,27.13,1798.95,44663.57
2018,6,3,6.0276,3.7,81.99,27.33,1838.78,45652.35
2018,6,4,6.4783,0.81,71.3,29.14,1895.43,47058.96
2018,6,5,5.6659,6.68,78.44,28.58,1865.39,46313.02
2018,6,6,2.1588,18.54,82.15,27.52,1773.23,44025.02
2018,6,7,3.3874,18.27,92.13,26.48,1768.66,43911.58
2018,6,8,2.9021,14.19,88.55,26.27,1754.51,43560.34
2018,6,9,1.5593,71.14,93.39,26.21,1728.92,42924.93
2018,6,10,2.1514,21.65,92.28,26.55,1748.24,43404.48
2018,6,11,2.6352,28.4,92.9,26.11,1745.61,43339.27
2018,6,12,3.0838,23.81,93.48,26.26,1757.51,43634.76
2018,6,13,2.9868,29.01,93.63,26.14,1752.67,43514.6
2018,6,14,3.9437,12.62,91.17,26.29,1773.7,44036.74
2018,6,15,4.7897,9.94,88.48,26.75,1800.98,44713.91
2018,6,16,4.9891,5.4,86.79,26.9,1808.53,44901.48
2018,6,17,5.0556,3.22,90.21,26.51,1799.44,44675.78
2018,6,18,5.5522,1.02,88.5,26.47,1807.31,44871.17
2018,6,19,6.6062,0.13,85.15,26.66,1831.35,45467.96
2018,6,20,5.0112,7.1,89.0,26.0,1785.19,44321.9
2018,6,21,5.3767,23.82,92.62,25.52,1779.0,44168.33
2018,6,22,5.7372,15.61,84.04,26.56,1813.03,45013.11
2018,6,23,6.4517,11.84,84.74,26.47,1823.48,45272.57
2018,6,24,5.2063,10.36,82.54,26.74,1808.23,44894.01
2018,6,25,4.4611,11.59,86.52,26.11,1778.25,44149.77
2018,6,26,2.2246,17.65,88.33,25.73,1728.52,42915.04
2018,6,27,5.0734,2.06,87.78,26.02,1786.83,44362.58
2018,6,28,6.4286,0.45,84.88,26.37,1820.39,45195.84
2018,6,29,6.4718,0.14,84.46,26.67,1829.19,45414.46
2018,6,30,4.3284,2.45,86.76,26.31,1781.12,44220.97
2018,7,1,4.4772,4.35,87.49,26.18,1791.0,44466.16
2018,7,2,5.4502,2.47,85.96,26.35,1813.05,45013.59
2018,7,3,5.6501,2.4,87.6,26.11,1810.25,44944.02
2018,7,4,5.5627,4.3,89.66,25.89,1802.8,44759.23
2018,7,5,5.873,0.9,88.81,26.05,1812.65,45003.68
2018,7,6,5.6383,3.96,86.37,26.56,1822.05,45237.12
2018,7,7,4.7465,22.11,91.65,26.09,1793.46,44527.39
2018,7,8,3.1774,25.29,90.8,25.98,1762.39,43755.78
2018,7,9,4.7926,12.44,90.43,25.94,1790.32,44449.35
2018,7,10,4.3512,7.06,91.87,25.52,1771.33,43977.82
2018,7,11,4.2626,7.47,94.3,25.83,1777.91,44141.34
2018,7,12,4.1345,8.86,95.23,25.64,1770.62,43960.28
2018,7,13,4.9834,12.52,89.86,25.95,1794.01,44540.92
2018,7,14,4.6567,23.8,92.37,25.96,1788.41,44401.95
2018,7,15,4.2408,11.18,93.06,26.1,1784.63,44308.18
2018,7,16,3.7913,18.74,93.74,25.68,1765.54,43834.12
2018,7,17,1.5859,60.3,95.14,25.49,1721.26,42734.67
2018,7,18,1.9186,17.9,93.69,25.45,1726.16,42856.33
2018,7,19,3.5738,33.3,92.26,25.96,1768.98,43919.46
2018,7,20,2.7943,20.19,92.03,25.85,1752.13,43501.28
2018,7,21,3.4879,18.55,91.81,26.17,1772.93,44017.45
2018,7,22,2.6335,44.07,93.48,26.17,1757.54,43635.59
2018,7,23,3.978,20.74,94.51,25.58,1766.25,43851.75
2018,7,24,3.0852,2.24,92.83,25.48,1747.72,43391.58
2018,7,25,5.1578,7.33,87.55,25.64,1788.9,44414.05
2018,7,26,4.2835,6.25,85.41,25.41,1767.22,43875.9
2018,7,27,3.6914,7.72,86.71,25.62,1762.18,43750.78
2018,7,28,4.4093,11.96,90.97,25.64,1775.53,44082.13
2018,7,29,5.2488,16.07,88.89,26.08,1802.23,44745.01
2018,7,30,5.3921,11.19,89.65,26.07,1804.54,44802.36
2018,7,31,5.7638,9.92,88.38,26.41,1820.31,45193.95
2018,8,1,5.2759,5.7,91.44,26.35,1820.63,45201.9
2018,8,2,5.4662,9.7,91.86,25.88,1811.48,44974.74
2018,8,3,5.3234,7.02,89.41,25.49,1798.46,44651.51
2018,8,4,5.4953,7.54,90.56,25.62,1805.03,44814.6
2018,8,5,4.495,1.34,90.04,25.59,1786.27,44348.75
2018,8,6,5.2272,11.21,89.07,25.76,1803.96,44788.04
2018,8,7,4.2595,5.6,89.12,25.95,1791.58,44480.6
2018,8,8,3.6919,3.79,92.93,25.54,1770.53,43958.07
2018,8,9,3.2045,6.54,93.6,25.33,1756.28,43604.3
2018,8,10,2.4552,8.37,94.07,25.61,1750.17,43452.45
2018,8,11,1.2274,48.22,93.55,25.21,1717.84,42649.91
2018,8,12,2.0273,39.48,92.26,25.62,1742.74,43268.09
2018,8,13,2.5068,13.26,89.79,25.82,1756.56,43611.16
2018,8,14,3.7154,4.81,89.45,25.86,1779.39,44177.89
2018,8,15,4.1604,2.03,89.03,25.94,1789.53,44429.62
2018,8,16,5.0455,17.0,89.99,25.84,1802.83,44759.89
2018,8,17,4.2134,7.02,92.08,25.82,1787.3,44374.46
2018,8,18,4.5408,6.22,92.59,25.51,1784.97,44316.39
2018,8,19,4.0934,10.38,91.1,25.74,1783.03,44268.25
2018,8,20,3.4236,6.78,91.24,25.75,1771.24,43975.55
2018,8,21,4.4894,7.44,91.11,25.96,1795.99,44590.22
2018,8,22,4.842,3.95,88.91,26.15,1807.42,44873.97
2018,8,23,5.0081,1.41,87.66,26.36,1816.04,45087.81
2018,8,24,4.2881,9.89,88.65,26.16,1797.66,44631.6
2018,8,25,3.323,6.06,90.75,25.73,1768.9,43917.57
2018,8,26,2.9095,2.98,90.33,25.45,1754.15,43551.19
2018,8,27,4.7294,2.37,88.4,26.01,1801.66,44730.83
2018,8,28,5.4658,0.86,83.51,26.4,1825.42,45320.79
2018,8,29,5.7545,0.1,78.44,26.88,1843.58,45771.54
2018,8,30,5.6138,6.97,79.53,27.23,1850.4,45941.01
2018,8,31,4.6061,14.25,84.17,26.24,1805.55,44827.36
2018,9,1,4.531,29.77,84.82,26.38,1653.24,41045.87
2018,9,2,4.9226,11.46,83.47,27.15,1678.52,41673.66
2018,9,3,5.1502,14.09,93.0,25.08,1631.74,40512.19
2018,9,4,5.0851,7.9,90.58,25.14,1632.15,40522.25
2018,9,5,5.0947,7.65,87.83,25.7,1645.99,40865.84
2018,9,6,3.1951,26.28,83.24,26.45,1632.72,40536.61
2018,9,7,3.6888,25.18,89.08,25.35,1614.43,40082.51
2018,9,8,5.6645,5.92,85.3,26.18,1667.15,41391.31
2018,9,9,5.6558,0.84,87.31,26.14,1666.02,41363.33
2018,9,10,5.0993,6.5,89.95,25.88,1650.46,40976.91
2018,9,11,5.0748,4.06,87.66,26.21,1658.12,41167.03
2018,9,12,5.1694,17.2,89.31,25.53,1643.06,40793.13
2018,9,13,5.6542,4.86,84.79,26.76,1681.23,41740.88
2018,9,14,1.1496,37.32,94.41,25.7,1581.11,39255.17
2018,9,15,1.4189,23.77,91.75,25.38,1578.01,39178.12
2018,9,16,3.6127,17.58,90.59,26.12,1631.72,40511.79
2018,9,17,3.8539,3.67,87.64,26.16,1636.68,40634.84
2018,9,18,4.6867,4.89,88.76,25.76,1640.74,40735.51
2018,9,19,2.9611,10.7,91.87,25.57,1607.79,39917.57
2018,9,20,4.3896,20.5,90.13,26.35,1650.16,40969.49
2018,9,21,5.6359,8.71,87.39,26.54,1675.52,41599.11
2018,9,22,6.395,0.96,82.82,26.53,1687.91,41906.75
2018,9,23,6.4279,0.84,77.58,27.51,1712.72,42522.75
2018,9,24,6.4572,3.45,79.92,27.43,1711.24,42485.84
2018,9,25,6.0967,1.09,88.21,26.25,1676.04,41611.91
2018,9,26,5.3887,9.19,87.53,26.49,1670.18,41466.51
2018,9,27,5.0434,3.02,87.02,26.48,1664.19,41317.81
2018,9,28,4.7342,0.22,85.41,26.58,1661.48,41250.56
