-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 05/17/2026 in LST
Location: latitude  14.676   longitude 121.0437 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 201.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M
2018,1,29,4.5276,0.8,85.88,24.11
2018,1,30,3.2693,1.9,89.2,23.8
2018,1,31,3.0055,5.36,88.61,23.84
2018,2,1,4.9229,1.18,86.53,24.43
2018,2,2,4.2677,2.68,86.44,24.5
2018,2,3,3.4176,1.52,86.94,23.81
2018,2,4,4.1179,1.95,86.83,23.53
2018,2,5,4.5022,3.36,85.7,22.94
2018,2,6,5.1566,3.45,86.03,22.04
2018,2,7,3.57,5.17,87.34,22.91
2018,2,8,4.8223,1.33,84.57,23.59
2018,2,9,5.5392,0.02,80.14,24.65
2018,2,10,3.7457,0.02,76.63,25.42
2018,2,11,3.7099,0.69,83.74,25.08
2018,2,12,3.785,3.42,86.41,24.48
2018,2,13,3.2366,3.25,86.21,23.25
2018,2,14,2.4274,10.56,89.31,23.73
2018,2,15,4.5758,3.11,88.9,24.97
2018,2,16,5.5942,0.07,84.16,25.75
2018,2,17,6.0444,0.09,83.88,25.37
2018,2,18,5.1701,1.43,85.54,25.33
2018,2,19,5.9954,0.03,82.2,24.43
2018,2,20,4.8101,1.05,85.09,25.03
2018,2,21,4.3008,7.31,86.21,25.16
2018,2,22,6.1788,0.6,83.08,25.1
2018,2,23,5.5718,0.11,81.47,24.76
2018,2,24,5.8596,3.13,81.18,24.69
2018,2,25,2.9938,5.64,86.64,25.07
2018,2,26,4.2588,5.82,87.41,24.97
2018,2,27,2.7564,19.92,88.08,25.07
2018,2,28,5.2294,7.7,86.93,25.62
2018,3,1,5.2848,5.16,85.85,25.91
2018,3,2,5.8145,2.21,83.87,25.8
2018,3,3,4.3558,0.94,85.62,26.1
2018,3,4,5.2058,0.09,81.4,25.64
2018,3,5,6.5966,0.44,83.27,25.49
2018,3,6,6.1562,0.57,83.12,26.02
2018,3,7,5.6078,0.86,82.24,25.85
2018,3,8,4.2024,13.9,85.53,25.43
2018,3,9,3.0845,20.85,86.07,24.36
2018,3,10,3.6086,13.95,85.64,23.53
2018,3,11,4.3586,4.23,81.34,23.12
2018,3,12,4.5154,1.36,81.25,23.41
2018,3,13,5.2992,0.09,79.49,24.03
2018,3,14,6.4951,0.64,80.01,24.24
2018,3,15,6.3142,0.27,82.03,25.02
2018,3,16,5.305,2.11,83.28,26.01
2018,3,17,5.1451,0.97,82.49,25.8
2018,3,18,5.515,0.52,80.22,25.41
2018,3,19,6.6619,0.05,78.51,25.38
2018,3,20,6.3235,0.01,75.65,26.27
2018,3,21,6.1591,4.54,79.98,25.8
2018,3,22,2.7934,10.08,85.07,24.44
2018,3,23,4.2974,3.53,80.36,23.26
2018,3,24,5.0263,0.11,73.07,23.46
2018,3,25,6.282,0.01,75.07,23.46
2018,3,26,5.9863,0.04,76.18,24.12
2018,3,27,5.1022,0.09,77.27,24.2
2018,3,28,5.8313,0.27,75.98,25.32
2018,3,29,5.3179,1.46,74.55,25.9
2018,3,30,5.293,6.91,82.01,25.19
2018,3,31,4.206,1.78,79.29,24.79
2018,4,1,5.5399,3.07,78.92,25.0
2018,4,2,5.641,5.43,82.65,25.46
2018,4,3,4.4458,6.95,83.01,25.41
2018,4,4,3.7567,3.55,81.36,25.75
2018,4,5,5.0758,2.69,80.05,25.52
2018,4,6,7.0226,0.14,75.54,25.82
2018,4,7,6.235,3.1,79.08,25.55
2018,4,8,3.9542,6.12,81.51,25.08
2018,4,9,3.2614,11.46,83.97,25.58
2018,4,10,5.2445,7.0,84.23,26.33
2018,4,11,5.809,5.68,82.87,26.69
2018,4,12,6.0662,2.73,82.23,26.92
2018,4,13,5.8978,2.45,82.46,26.97
2018,4,14,6.7073,0.97,79.88,27.15
2018,4,15,6.5911,1.15,78.22,27.41
2018,4,16,6.5786,0.27,77.29,27.03
2018,4,17,7.229,0.03,76.02,26.59
2018,4,18,6.1133,0.15,77.18,26.55
2018,4,19,6.9394,0.58,77.41,26.71
2018,4,20,6.9463,0.07,76.4,27.22
2018,4,21,7.1244,0.23,75.1,27.79
2018,4,22,5.9107,0.13,74.83,27.83
2018,4,23,6.4025,0.75,76.93,27.71
2018,4,24,6.5789,1.78,74.22,28.21
2018,4,25,6.6866,1.84,72.43,28.12
2018,4,26,6.7634,2.01,75.25,27.6
2018,4,27,6.6151,2.22,77.22,27.49
2018,4,28,6.6463,0.56,75.82,27.96
2018,4,29,6.4193,1.04,74.56,28.02
2018,4,30,7.1035,0.36,73.13,27.94
2018,5,1,5.513,14.5,86.06,26.87
2018,5,2,7.0337,1.09,79.19,27.76
2018,5,3,5.4862,1.35,80.37,27.47
2018,5,4,5.8759,2.13,79.21,27.61
2018,5,5,1.9913,13.55,89.66,26.29
2018,5,6,6.2767,0.89,77.35,27.97
2018,5,7,6.8482,0.93,74.58,28.48
2018,5,8,6.9122,1.98,70.37,29.21
2018,5,9,7.2211,1.69,73.25,28.2
2018,5,10,6.2278,2.26,79.15,27.29
2018,5,11,5.898,2.38,78.33,27.67
2018,5,12,6.5962,6.59,77.49,27.93
2018,5,13,6.9559,2.82,76.63,28.07
2018,5,14,6.2249,5.19,77.9,27.86
2018,5,15,5.051,5.86,87.0,27.3
2018,5,16,6.3614,3.53,82.04,27.66
2018,5,17,7.1042,1.59,75.78,28.26
2018,5,18,5.9916,0.85,76.21,27.57
2018,5,19,5.5159,1.05,77.47,27.75
2018,5,20,5.3234,6.41,79.95,27.79
2018,5,21,5.376,4.74,76.82,28.32
2018,5,22,5.6294,3.99,75.03,28.52
2018,5,23,6.8638,3.8,76.53,28.31
2018,5,24,5.1151,7.08,81.14,27.86
2018,5,25,5.4377,7.51,84.2,27.35
2018,5,26,5.575,3.2,76.3,28.88
2018,5,27,6.713,1.93,75.15,28.91
2018,5,28,6.775,2.2,77.37,28.7
2018,5,29,6.0228,2.11,77.82,28.4
2018,5,30,4.0632,10.62,87.83,27.11
2018,5,31,4.6985,2.85,81.24,27.94
2018,6,1,5.9873,4.02,81.96,27.98
2018,6,2,4.1268,10.86,85.77,27.13
2018,6,3,6.0276,3.7,81.99,27.33
2018,6,4,6.4783,0.81,71.3,29.14
2018,6,5,5.6659,6.68,78.44,28.58
2018,6,6,2.1588,18.54,82.15,27.52
2018,6,7,3.3874,18.27,92.13,26.48
2018,6,8,2.9021,14.19,88.55,26.27
2018,6,9,1.5593,71.14,93.39,26.21
2018,6,10,2.1514,21.65,92.28,26.55
2018,6,11,2.6352,28.4,92.9,26.11
2018,6,12,3.0838,23.81,93.48,26.26
2018,6,13,2.9868,29.01,93.63,26.14
2018,6,14,3.9437,12.62,91.17,26.29
2018,6,15,4.7897,9.94,88.48,26.75
2018,6,16,4.9891,5.4,86.79,26.9
2018,6,17,5.0556,3.22,90.21,26.51
2018,6,18,5.5522,1.02,88.5,26.47
2018,6,19,6.6062,0.13,85.15,26.66
2018,6,20,5.0112,7.1,89.0,26.0
2018,6,21,5.3767,23.82,92.62,25.52
2018,6,22,5.7372,15.61,84.04,26.56
2018,6,23,6.4517,11.84,84.74,26.47
2018,6,24,5.2063,10.36,82.54,26.74
2018,6,25,4.4611,11.59,86.52,26.11
2018,6,26,2.2246,17.65,88.33,25.73
2018,6,27,5.0734,2.06,87.78,26.02
2018,6,28,6.4286,0.45,84.88,26.37
2018,6,29,6.4718,0.14,84.46,26.67
2018,6,30,4.3284,2.45,86.76,26.31
2018,7,1,4.4772,4.35,87.49,26.18
2018,7,2,5.4502,2.47,85.96,26.35
2018,7,3,5.6501,2.4,87.6,26.11
2018,7,4,5.5627,4.3,89.66,25.89
2018,7,5,5.873,0.9,88.81,26.05
2018,7,6,5.6383,3.96,86.37,26.56
2018,7,7,4.7465,22.11,91.65,26.09
2018,7,8,3.1774,25.29,90.8,25.98
2018,7,9,4.7926,12.44,90.43,25.94
2018,7,10,4.3512,7.06,91.87,25.52
2018,7,11,4.2626,7.47,94.3,25.83
2018,7,12,4.1345,8.86,95.23,25.64
2018,7,13,4.9834,12.52,89.86,25.95
2018,7,14,4.6567,23.8,92.37,25.96
2018,7,15,4.2408,11.18,93.06,26.1
2018,7,16,3.7913,18.74,93.74,25.68
2018,7,17,1.5859,60.3,95.14,25.49
2018,7,18,1.9186,17.9,93.69,25.45
2018,7,19,3.5738,33.3,92.26,25.96
2018,7,20,2.7943,20.19,92.03,25.85
2018,7,21,3.4879,18.55,91.81,26.17
2018,7,22,2.6335,44.07,93.48,26.17
2018,7,23,3.978,20.74,94.51,25.58
2018,7,24,3.0852,2.24,92.83,25.48
2018,7,25,5.1578,7.33,87.55,25.64
2018,7,26,4.2835,6.25,85.41,25.41
2018,7,27,3.6914,7.72,86.71,25.62
2018,7,28,4.4093,11.96,90.97,25.64
2018,7,29,5.2488,16.07,88.89,26.08
2018,7,30,5.3921,11.19,89.65,26.07
2018,7,31,5.7638,9.92,88.38,26.41
2018,8,1,5.2759,5.7,91.44,26.35
2018,8,2,5.4662,9.7,91.86,25.88
2018,8,3,5.3234,7.02,89.41,25.49
2018,8,4,5.4953,7.54,90.56,25.62
2018,8,5,4.495,1.34,90.04,25.59
2018,8,6,5.2272,11.21,89.07,25.76
2018,8,7,4.2595,5.6,89.12,25.95
2018,8,8,3.6919,3.79,92.93,25.54
2018,8,9,3.2045,6.54,93.6,25.33
2018,8,10,2.4552,8.37,94.07,25.61
2018,8,11,1.2274,48.22,93.55,25.21
2018,8,12,2.0273,39.48,92.26,25.62
2018,8,13,2.5068,13.26,89.79,25.82
2018,8,14,3.7154,4.81,89.45,25.86
2018,8,15,4.1604,2.03,89.03,25.94
2018,8,16,5.0455,17.0,89.99,25.84
2018,8,17,4.2134,7.02,92.08,25.82
2018,8,18,4.5408,6.22,92.59,25.51
2018,8,19,4.0934,10.38,91.1,25.74
2018,8,20,3.4236,6.78,91.24,25.75
2018,8,21,4.4894,7.44,91.11,25.96
2018,8,22,4.842,3.95,88.91,26.15
2018,8,23,5.0081,1.41,87.66,26.36
2018,8,24,4.2881,9.89,88.65,26.16
2018,8,25,3.323,6.06,90.75,25.73
2018,8,26,2.9095,2.98,90.33,25.45
2018,8,27,4.7294,2.37,88.4,26.01
2018,8,28,5.4658,0.86,83.51,26.4
2018,8,29,5.7545,0.1,78.44,26.88
2018,8,30,5.6138,6.97,79.53,27.23
2018,8,31,4.6061,14.25,84.17,26.24
2018,9,1,4.531,29.77,84.82,26.38
2018,9,2,4.9226,11.46,83.47,27.15
2018,9,3,5.1502,14.09,93.0,25.08
2018,9,4,5.0851,7.9,90.58,25.14
2018,9,5,5.0947,7.65,87.83,25.7
2018,9,6,3.1951,26.28,83.24,26.45
2018,9,7,3.6888,25.18,89.08,25.35
2018,9,8,5.6645,5.92,85.3,26.18
2018,9,9,5.6558,0.84,87.31,26.14
2018,9,10,5.0993,6.5,89.95,25.88
2018,9,11,5.0748,4.06,87.66,26.21
2018,9,12,5.1694,17.2,89.31,25.53
2018,9,13,5.6542,4.86,84.79,26.76
2018,9,14,1.1496,37.32,94.41,25.7
2018,9,15,1.4189,23.77,91.75,25.38
2018,9,16,3.6127,17.58,90.59,26.12
2018,9,17,3.8539,3.67,87.64,26.16
2018,9,18,4.6867,4.89,88.76,25.76
2018,9,19,2.9611,10.7,91.87,25.57
2018,9,20,4.3896,20.5,90.13,26.35
2018,9,21,5.6359,8.71,87.39,26.54
2018,9,22,6.395,0.96,82.82,26.53
2018,9,23,6.4279,0.84,77.58,27.51
2018,9,24,6.4572,3.45,79.92,27.43
2018,9,25,6.0967,1.09,88.21,26.25
2018,9,26,5.3887,9.19,87.53,26.49
2018,9,27,5.0434,3.02,87.02,26.48
2018,9,28,4.7342,0.22,85.41,26.58
2018,9,29,5.7038,0.02,83.78,26.51
2018,9,30,5.8337,0.46,83.28,26.61
2018,10,1,5.4497,3.08,78.92,27.6
2018,10,2,3.6007,14.86,91.22,25.93
2018,10,3,4.5998,11.64,83.92,25.21
2018,10,4,5.2565,3.87,83.31,25.93
2018,10,5,5.5714,0.0,80.44,25.73
2018,10,6,5.4749,5.06,76.19,26.86
2018,10,7,5.5394,5.22,87.1,25.97
2018,10,8,5.5932,4.52,86.39,26.01
2018,10,9,5.4029,3.57,85.33,26.35
2018,10,10,5.5068,9.37,86.46,26.2
2018,10,11,5.4175,3.81,84.89,26.51
2018,10,12,5.6844,0.43,85.26,26.6
2018,10,13,5.556,0.91,86.07,26.49
2018,10,14,4.3325,6.92,89.55,26.21
2018,10,15,4.7218,5.43,89.96,25.59
2018,10,16,5.3664,3.33,86.47,26.02
2018,10,17,5.9078,4.94,83.02,26.64
2018,10,18,5.6537,3.57,85.01,26.25
2018,10,19,5.6467,1.26,84.96,26.21
2018,10,20,4.741,7.82,86.57,26.12
2018,10,21,3.3658,15.24,89.15,25.72
2018,10,22,5.1067,2.03,84.08,25.69
2018,10,23,5.9597,0.05,81.96,25.63
2018,10,24,5.0518,0.54,84.0,25.6
2018,10,25,5.424,1.75,84.82,25.49
2018,10,26,5.6738,0.94,83.08,25.7
2018,10,27,4.5137,0.23,82.27,26.05
2018,10,28,4.8055,1.39,81.66,25.46
2018,10,29,4.3656,0.5,80.67,22.76
2018,10,30,1.2422,25.58,92.42,25.02
2018,10,31,5.0743,8.19,86.73,26.44
2018,11,1,5.3858,1.81,86.27,26.51
2018,11,2,5.1982,0.85,86.73,26.28
2018,11,3,4.6666,1.54,88.82,25.99
2018,11,4,4.8902,1.86,86.2,26.02
2018,11,5,4.68,5.51,88.31,25.5
2018,11,6,4.6687,3.78,86.46,26.0
2018,11,7,3.9787,7.1,87.77,25.59
2018,11,8,5.3299,2.76,85.11,25.08
2018,11,9,3.0626,12.48,87.95,25.13
2018,11,10,3.8129,3.7,83.86,24.61
2018,11,11,4.4779,0.89,82.81,24.85
2018,11,12,4.871,3.95,84.58,25.19
2018,11,13,4.9548,2.62,86.15,25.9
2018,11,14,5.6407,2.73,84.89,25.42
2018,11,15,4.8067,0.39,84.49,25.41
2018,11,16,5.0179,0.14,82.85,25.42
2018,11,17,4.9483,0.07,81.8,25.31
2018,11,18,4.0246,2.53,85.76,25.36
2018,11,19,4.973,0.37,82.56,25.09
2018,11,20,2.8399,1.21,83.98,24.96
2018,11,21,1.0925,14.33,92.22,24.66
2018,11,22,3.7915,12.68,91.54,25.91
2018,11,23,3.9331,2.94,86.63,25.63
2018,11,24,4.3745,3.67,86.84,25.03
2018,11,25,2.8174,6.46,86.93,24.81
2018,11,26,5.1286,0.06,82.45,25.01
2018,11,27,5.1535,0.15,82.79,24.94
2018,11,28,3.2923,6.45,86.37,25.03
2018,11,29,3.6218,11.61,88.4,25.34
2018,11,30,3.0149,7.56,86.5,24.86
2018,12,1,3.5604,5.8,86.03,24.84
2018,12,2,3.2323,10.18,86.56,25.05
2018,12,3,5.2718,3.22,85.36,25.12
2018,12,4,2.4074,9.43,91.02,25.62
2018,12,5,3.6134,2.54,91.26,25.51
2018,12,6,4.2946,0.7,84.81,25.68
2018,12,7,3.9934,4.43,86.39,25.47
2018,12,8,4.4537,1.74,84.6,25.32
2018,12,9,3.6319,1.55,85.9,25.35
2018,12,10,4.1496,4.54,87.3,25.23
2018,12,11,3.7656,3.26,86.56,25.39
2018,12,12,4.7455,0.96,83.06,25.04
2018,12,13,2.4434,18.01,88.05,25.39
2018,12,14,2.0086,35.5,91.8,24.89
2018,12,15,2.8798,4.84,86.69,24.49
2018,12,16,2.6945,4.89,87.74,24.62
2018,12,17,3.6859,0.33,82.09,24.54
2018,12,18,3.6521,1.77,84.38,24.39
2018,12,19,3.4848,5.0,84.38,24.04
2018,12,20,2.6506,0.34,85.79,24.01
2018,12,21,2.7163,11.25,90.36,24.82
2018,12,22,3.3439,8.9,88.4,25.32
2018,12,23,0.5558,77.13,94.89,24.39
2018,12,24,1.795,27.2,90.83,24.91
2018,12,25,3.9154,4.48,89.24,25.17
2018,12,26,3.8354,2.91,88.05,25.18
2018,12,27,3.7466,0.49,85.84,24.93
2018,12,28,1.7054,49.53,92.56,23.79
2018,12,29,0.75,68.53,89.43,23.17
2018,12,30,1.021,66.61,93.01,23.86
2018,12,31,1.3102,39.11,92.69,23.81
2019,1,1,3.2657,30.14,92.74,24.53
2019,1,2,3.7337,6.18,89.95,24.35
2019,1,3,3.6523,9.4,90.57,24.51
2019,1,4,4.0534,2.42,87.81,23.66
2019,1,5,4.1501,0.79,88.39,23.78
2019,1,6,4.0699,1.13,87.65,23.6
2019,1,7,4.1376,1.28,87.12,23.16
2019,1,8,4.7681,0.66,86.63,23.56
2019,1,9,3.6173,5.38,88.81,23.81
2019,1,10,4.0138,7.93,88.61,23.8
2019,1,11,4.4748,3.16,87.75,23.87
2019,1,12,3.9672,1.71,86.78,23.76
2019,1,13,2.819,3.35,88.51,23.72
2019,1,14,5.0234,1.15,85.28,23.3
2019,1,15,5.0395,1.25,83.55,23.38
2019,1,16,4.5722,1.25,84.56,22.79
2019,1,17,4.5346,0.11,83.23,22.96
2019,1,18,4.7215,0.2,82.05,22.77
2019,1,19,4.6987,0.74,83.32,23.1
2019,1,20,4.2233,0.69,85.93,23.56
2019,1,21,2.9794,1.64,85.92,23.77
2019,1,22,3.8294,1.71,85.54,23.92
2019,1,23,2.9184,6.69,87.07,23.78
2019,1,24,3.5436,4.49,86.78,23.62
2019,1,25,3.7754,0.53,83.7,23.26
2019,1,26,3.2419,1.62,82.0,22.4
2019,1,27,3.8974,1.74,79.86,21.4
2019,1,28,3.4471,1.39,80.68,21.27
2019,1,29,3.6595,1.77,79.42,21.0
2019,1,30,3.7778,1.86,83.76,22.1
2019,1,31,3.6948,3.18,87.09,23.24
2019,2,1,4.0195,3.02,81.76,22.58
2019,2,2,3.259,1.36,85.05,22.82
2019,2,3,4.3243,1.91,84.25,23.57
2019,2,4,4.7897,1.82,84.97,23.36
2019,2,5,5.7324,0.0,82.52,23.05
2019,2,6,5.3554,0.0,82.08,23.15
2019,2,7,6.235,0.03,78.02,22.79
2019,2,8,5.7902,0.16,82.47,23.49
2019,2,9,5.8512,0.75,83.4,24.13
2019,2,10,3.595,4.46,86.24,24.6
2019,2,11,5.6566,0.91,81.84,24.19
2019,2,12,4.4515,2.66,83.6,23.69
2019,2,13,2.9719,9.45,85.57,23.83
2019,2,14,6.0686,0.38,81.04,23.4
2019,2,15,6.2969,0.01,79.09,23.37
2019,2,16,6.0266,0.0,80.06,23.61
2019,2,17,5.1845,0.3,81.02,23.87
2019,2,18,6.037,0.19,78.45,23.88
2019,2,19,6.0672,0.01,77.99,23.94
2019,2,20,5.8418,0.02,75.07,23.57
2019,2,21,5.7458,0.0,74.39,23.73
2019,2,22,5.0774,0.4,79.56,23.86
2019,2,23,5.1571,0.1,76.84,23.78
2019,2,24,6.031,0.21,77.8,23.79
2019,2,25,6.0713,0.0,75.91,24.36
2019,2,26,5.46,0.02,76.14,23.93
2019,2,27,4.9318,0.22,75.08,23.62
2019,2,28,4.7556,0.22,76.38,24.03
2019,3,1,5.8618,0.07,75.88,24.08
2019,3,2,6.6389,0.02,72.57,23.72
2019,3,3,5.946,0.0,68.29,25.4
2019,3,4,6.299,0.18,75.68,25.9
2019,3,5,4.3236,1.15,79.16,25.44
2019,3,6,5.8572,0.03,76.45,26.22
2019,3,7,5.6129,0.17,76.7,26.14
2019,3,8,6.5258,0.15,74.62,25.6
2019,3,9,6.8434,0.0,71.65,25.67
2019,3,10,6.4946,0.0,66.85,27.02
2019,3,11,6.6449,0.0,64.19,27.84
2019,3,12,5.677,0.12,66.75,27.69
2019,3,13,6.0214,0.24,70.23,26.72
2019,3,14,6.0482,1.94,70.94,26.65
2019,3,15,4.3469,10.52,77.55,26.2
2019,3,16,5.791,1.69,76.67,25.83
2019,3,17,5.8334,0.36,74.33,26.17
2019,3,18,6.4183,0.24,74.54,26.13
2019,3,19,5.5968,0.13,72.46,26.2
2019,3,20,6.6826,0.02,72.59,26.26
2019,3,21,6.4826,0.03,71.78,26.39
2019,3,22,6.7078,0.11,70.86,26.65
2019,3,23,5.8318,0.21,72.08,26.8
2019,3,24,6.8803,0.05,69.79,25.61
2019,3,25,6.4889,0.04,70.67,25.7
2019,3,26,5.7281,0.01,68.74,26.12
2019,3,27,5.189,0.07,72.41,26.74
2019,3,28,5.676,0.03,71.63,27.64
2019,3,29,6.3977,0.01,69.5,27.43
2019,3,30,6.2606,0.0,69.64,26.79
2019,3,31,6.397,0.17,71.93,26.8
2019,4,1,6.3802,1.54,72.88,26.48
2019,4,2,6.3031,0.47,70.49,26.42
2019,4,3,6.4656,2.26,72.23,26.53
2019,4,4,6.4022,1.29,72.78,26.83
2019,4,5,6.3408,1.81,71.65,27.44
2019,4,6,6.7147,0.11,68.19,28.38
2019,4,7,6.8746,0.01,64.79,29.29
2019,4,8,6.667,0.15,68.99,28.23
2019,4,9,5.31,9.1,80.58,27.71
2019,4,10,6.6053,1.98,78.65,27.58
2019,4,11,4.5528,2.84,79.16,27.68
2019,4,12,5.4132,4.02,76.54,28.38
2019,4,13,6.1654,5.18,76.29,28.48
2019,4,14,6.6787,0.65,68.17,28.7
2019,4,15,5.7329,0.76,70.54,28.08
2019,4,16,6.4896,0.23,68.18,29.06
2019,4,17,6.7538,4.81,65.11,29.9
2019,4,18,6.0679,9.89,69.34,29.51
2019,4,19,6.923,0.29,67.97,29.3
2019,4,20,7.4621,0.01,66.41,28.79
2019,4,21,7.0968,0.02,67.97,29.74
2019,4,22,7.067,0.03,66.86,28.84
2019,4,23,7.2338,0.01,68.74,28.33
2019,4,24,6.9564,0.25,71.37,28.59
2019,4,25,7.6836,0.04,65.68,28.51
2019,4,26,7.4398,0.12,67.81,28.07
2019,4,27,6.9379,0.0,65.6,27.57
2019,4,28,5.3381,2.69,73.59,27.61
2019,4,29,6.2988,0.36,72.0,28.0
2019,4,30,7.0913,0.0,64.41,29.04
2019,5,1,6.7183,1.06,62.66,30.01
2019,5,2,6.0907,7.69,71.07,29.34
2019,5,3,5.9748,14.28,71.41,29.44
2019,5,4,5.705,1.31,68.47,28.74
2019,5,5,6.0343,4.5,70.26,29.1
2019,5,6,4.1441,5.67,80.29,28.01
2019,5,7,4.8451,4.26,82.31,27.86
2019,5,8,4.5084,17.44,83.14,27.75
2019,5,9,5.8925,22.78,83.61,27.23
2019,5,10,6.2383,4.47,79.48,27.89
2019,5,11,5.3592,7.48,85.5,27.05
2019,5,12,5.8198,1.47,72.68,28.85
2019,5,13,6.5338,1.19,72.01,29.45
2019,5,14,6.9766,0.34,66.58,30.39
2019,5,15,6.7961,3.21,69.56,30.14
2019,5,16,7.1866,0.54,67.92,30.51
2019,5,17,5.8994,3.42,74.89,28.95
2019,5,18,6.3581,0.93,74.76,28.86
2019,5,19,6.5911,5.44,74.62,28.98
2019,5,20,5.9374,0.46,74.83,28.94
2019,5,21,5.1818,5.39,81.67,27.68
2019,5,22,5.6234,6.85,78.77,28.3
2019,5,23,5.8368,15.03,80.65,27.97
2019,5,24,5.0676,16.23,77.37,28.34
2019,5,25,4.2818,13.67,86.42,26.79
2019,5,26,4.2629,30.41,84.55,27.17
2019,5,27,5.3326,4.13,76.19,28.16
2019,5,28,6.3626,2.06,78.08,27.99
2019,5,29,5.3326,1.73,80.28,27.9
2019,5,30,6.5998,3.16,82.05,27.74
2019,5,31,5.694,1.92,86.4,27.22
2019,6,1,6.0821,3.72,86.06,27.43
2019,6,2,6.6787,2.03,82.67,28.08
2019,6,3,6.4718,6.84,86.68,27.8
2019,6,4,6.1788,6.06,85.1,27.9
2019,6,5,6.4409,3.38,84.12,27.64
2019,6,6,6.5894,1.69,81.76,27.65
2019,6,7,5.7194,0.88,81.34,28.02
2019,6,8,6.6012,1.09,79.24,28.48
2019,6,9,6.6202,2.15,77.62,29.3
2019,6,10,4.9649,8.67,84.14,27.88
2019,6,11,5.6873,3.82,83.69,28.12
2019,6,12,5.8531,0.4,81.58,28.46
2019,6,13,5.2651,7.44,85.57,27.89
2019,6,14,5.5282,9.81,82.93,27.75
2019,6,15,5.2457,4.91,86.06,27.69
2019,6,16,5.9136,2.15,84.1,27.86
2019,6,17,6.1085,4.4,83.86,28.26
2019,6,18,6.499,3.78,79.07,28.67
2019,6,19,5.7523,4.37,80.36,28.48
2019,6,20,6.2621,5.14,79.05,29.03
2019,6,21,6.5369,3.92,76.55,29.34
2019,6,22,6.54,6.06,73.21,30.08
2019,6,23,6.1058,12.01,82.41,28.66
2019,6,24,4.8941,13.28,87.74,27.26
2019,6,25,5.1146,8.43,83.78,27.32
2019,6,26,4.818,18.14,89.57,26.48
2019,6,27,3.8443,9.0,91.15,25.87
2019,6,28,4.5487,12.37,91.65,26.33
2019,6,29,3.4582,7.15,90.34,26.74
2019,6,30,4.1422,14.72,93.18,26.56
2019,7,1,2.6921,28.75,95.53,26.47
2019,7,2,2.9988,5.19,92.7,25.87
2019,7,3,6.4296,0.08,86.58,26.45
2019,7,4,6.2496,0.44,80.83,27.59
2019,7,5,6.0005,1.2,82.75,27.49
2019,7,6,5.8327,1.0,84.07,26.94
2019,7,7,6.4613,2.54,83.59,26.98
2019,7,8,5.808,1.92,87.04,26.51
2019,7,9,5.9726,0.46,84.88,26.76
2019,7,10,6.3636,1.52,87.29,26.42
2019,7,11,6.9055,1.17,78.77,28.13
2019,7,12,5.8618,3.3,80.48,27.78
2019,7,13,6.4512,4.79,79.39,28.05
2019,7,14,5.2687,7.82,87.42,26.51
2019,7,15,2.5404,7.62,78.53,26.69
2019,7,16,2.2711,17.4,87.35,24.93
2019,7,17,3.4135,8.54,89.52,25.71
2019,7,18,3.4402,12.66,91.94,26.35
2019,7,19,4.8526,3.48,87.17,27.15
2019,7,20,6.2508,0.33,83.53,27.43
2019,7,21,4.6447,13.53,86.13,26.87
2019,7,22,4.5043,19.77,84.88,27.28
2019,7,23,4.7256,10.46,87.54,26.7
2019,7,24,5.472,9.03,86.96,26.66
2019,7,25,4.9733,10.47,90.77,26.07
2019,7,26,6.0125,6.61,88.77,26.42
2019,7,27,4.121,17.64,87.16,26.22
2019,7,28,3.6079,14.46,90.75,25.22
2019,7,29,4.7371,9.46,89.2,25.24
2019,7,30,4.3222,16.81,90.24,25.55
2019,7,31,4.8154,6.07,91.29,25.53
2019,8,1,4.4746,14.84,91.11,26.31
2019,8,2,2.9597,38.49,92.16,26.04
2019,8,3,2.6177,39.67,94.72,25.48
2019,8,4,3.4066,9.84,93.49,25.84
2019,8,5,4.3944,13.88,94.31,26.06
2019,8,6,3.7094,13.42,94.35,25.69
2019,8,7,2.7504,9.84,93.38,26.35
2019,8,8,3.379,15.58,91.82,26.42
2019,8,9,2.5013,17.59,90.66,26.52
2019,8,10,4.0728,8.08,92.13,26.05
2019,8,11,3.9679,1.13,87.33,26.69
2019,8,12,3.8856,2.36,87.11,26.78
2019,8,13,3.8414,2.5,89.33,26.61
2019,8,14,5.075,0.72,87.13,27.06
2019,8,15,4.1412,0.19,87.87,26.72
2019,8,16,6.2314,0.64,87.71,26.72
2019,8,17,5.7396,0.38,87.34,26.89
2019,8,18,6.2594,0.75,89.74,26.25
2019,8,19,5.7055,3.08,89.12,26.52
2019,8,20,5.136,2.85,88.05,26.48
2019,8,21,4.4388,13.39,91.44,25.92
