year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh,,,X variable,Y variable,,,,,X variable,Y variable,,,,,,X variable,Y variable,,,,,,X variable,Y variable,,,,X variable,Y variable
2025,4,27.709,76.365,58.57,6.351053333,1927.27,1436581.76,,,25.54258065,1230248.87,,,,,84.30645161,1230248.87,,,,,,129.94,1230248.87,,,,,,4.775725806,1230248.87,,,,1942.51,1230248.87
2025,5,27.97193548,80.07580645,205.3,5.792709677,2201.79,1345852.77,,,27.709,1436581.76,,,,,76.365,1436581.76,,,,,,58.57,1436581.76,,,,,,6.351053333,1436581.76,,,,1927.27,1436581.76
2025,6,27.071,85.38966667,306.65,4.777903333,1516.77,1114110.95,,,27.97193548,1345852.77,,,,,80.07580645,1345852.77,,,,,,205.3,1345852.77,,,,,,5.792709677,1345852.77,,,,2201.79,1345852.77
2025,7,26.54,89.36967742,527.35,3.878625806,1659.7,1118185.43,,,27.071,1114110.95,,,,,85.38966667,1114110.95,,,,,,306.65,1114110.95,,,,,,4.777903333,1114110.95,,,,1516.77,1114110.95
2025,8,26.61096774,84.87129032,304.81,4.718567742,1338.69,1140089.94,,,26.54,1118185.43,,,,,89.36967742,1118185.43,,,,,,527.35,1118185.43,,,,,,3.878625806,1118185.43,,,,1659.7,1118185.43
2025,9,25.99466667,89.33733333,450.61,3.6916,1897.82,1197705.27,,,26.61096774,1140089.94,,,,,84.87129032,1140089.94,,,,,,304.81,1140089.94,,,,,,4.718567742,1140089.94,,,,1338.69,1140089.94
2025,10,26.33,89.4183871,431.05,3.840093548,1974.67,1235605.31,,,25.99466667,1197705.27,,,,,89.33733333,1197705.27,,,,,,450.61,1197705.27,,,,,,3.6916,1197705.27,,,,1897.82,1197705.27
2025,11,25.99666667,90.85533333,545.72,3.49535,1559.09,1268142.22,,,26.33,1235605.31,,,,,89.4183871,1235605.31,,,,,,431.05,1235605.31,,,,,,3.840093548,1235605.31,,,,1974.67,1235605.31
2025,12,24.81870968,90.02064516,334.43,3.226519355,1714.06,1312568.19,,,25.99666667,1268142.22,,,,,90.85533333,1268142.22,,,,,,545.72,1268142.22,,,,,,3.49535,1268142.22,,,,1559.09,1268142.22
,,,,,,,,,,24.81870968,1312568.19,,,,,90.02064516,1312568.19,,,,,,334.43,1312568.19,,,,,,3.226519355,1312568.19,,,,1714.06,1312568.19
